ticket_id,opened_at,domain,asset,component,error_code,severity,status,team,title,description,resolution,resolved_hours
INC-2026-04819,2026-01-19T00:30,Payments,Scoring Cluster A,Fraud scoring,ERR-4102,High,Resolved,Fraud Engineering,Fraud model scoring slowly,Queue depth has been climbing all day and the team cannot work through it fast enough.,Feature store query missing an index after a schema change. Index rebuilt and latency recovered.,10.8
INC-2026-04088,2026-04-07T04:45,Maritime,MV Nordlys,Fuel system,ERR-5140,High,In Progress,Bridge Systems,Uneven running on auxiliary engine,"Output is uneven under steady demand, with no alarm raised.",,
INC-2026-04871,2026-07-01T10:15,Energy,Substation Kollsnes,SCADA link,ERR-3310,Medium,Resolved,Grid Operations,Telemetry gap from remote site,"Values freeze at their last figure, then jump to current once contact returns.",Failing media converter at the site end. Swapped the unit and the gaps stopped.,9.9
INC-2026-04390,2026-08-23T10:30,Retail,Store 014 Oslo,Point of sale,ERR-6205,Medium,Resolved,Logistics,Lane out of service at peak,"Unit reboots by itself a few times a day, always around the busiest hours.",Failing memory module. Swapped the board and soak tested through a full trading day.,5.4
INC-2026-04063,2026-09-04T22:30,Payments,Scoring Cluster A,Fraud scoring,ERR-4102,High,Closed,Fraud Engineering,Review queue backing up,Genuine customers are being stopped at a rate we have not seen before.,Threshold misconfigured during deployment. Corrected and validated against the holdout set.,17.1
INC-2026-04925,2026-09-08T05:45,Retail,Store 014 Oslo,Inventory sync,ERR-6410,Medium,In Progress,Logistics,Online availability showing items that are sold out,"The website is offering products the shelf does not actually have, and customers arrive to collect nothing.",,
INC-2026-04112,2026-04-13T00:30,Retail,Store 031 Bergen,Point of sale,ERR-6205,Medium,Resolved,Store Systems,Till freezing during busy period,"Goes down on its own without anyone touching it, then comes back a minute later.",Thermal shutdown from blocked vents behind the counter. Relocated and cleaned.,7.9
INC-2026-04699,2026-01-20T21:45,Retail,Store 014 Oslo,Inventory sync,ERR-6410,High,Resolved,E-commerce,Counts disagree between systems,Customers are ordering items that ran out before the order was even placed.,"Sync job failing silently on malformed records. Added validation and alerting, then reprocessed the backlog.",2.4
INC-2026-04711,2026-07-16T23:00,Maritime,MV Nordlys,Fuel system,ERR-5140,Medium,Resolved,Bridge Systems,Fuel pressure fluctuating on auxiliary engine,"Pressure reading swings up and down rather than holding steady, and the engine surges slightly with it.",Lift pump diaphragm perished. Renewed the pump and confirmed steady supply pressure.,7.2
INC-2026-04974,2026-08-14T22:00,Payments,Gateway West,Card authorisation,ERR-4001,High,Resolved,Fraud Engineering,Customers reporting failed checkout,"A fifth of attempts are bouncing back, where it is normally a rounding error.",Connection pool exhausted after a traffic spike. Raised the pool size and added backpressure.,0.8
INC-2026-04362,2026-04-25T01:45,Retail,DC Vestby,Receipt printer,ERR-6250,Low,Resolved,Logistics,Receipt printer not responding,"Paper feeds a few lines then gives up, leaving the customer with half a slip.",Paper sensor dirty and reporting empty. Cleaned and recalibrated.,2.3
INC-2026-04319,2026-09-10T23:00,Payments,Gateway West,Fraud scoring,ERR-4102,High,Closed,Fraud Engineering,False positives spiking on new rule,"Overnight job still running well into the morning, leaving downstream reports delayed.",Feature store query missing an index after a schema change. Index rebuilt and latency recovered.,8.9
INC-2026-04797,2026-04-08T02:00,Payments,Scoring Cluster A,Card authorisation,ERR-4001,High,Resolved,Core Banking,Elevated decline rate on card payments,Volume looks normal but far fewer of them are completing than they should.,"Expired certificate on the acquirer link. Renewed and redeployed, success rate normalised.",1.0
INC-2026-04841,2026-09-12T02:15,Maritime,MV Bergen Star,Bearing assembly,ERR-5012,High,Resolved,Rotating Equipment,Main pump noisy at high output,"Duty watch logged heavy oscillation on the unit at full output, quiet again once throttled.","Bearing clearance out of tolerance. Replaced bearing set and re-aligned coupling, vibration back within limits.",12.7
INC-2026-04934,2026-09-04T06:15,Energy,Substation Kollsnes,Transformer cooling,ERR-7744,Critical,Resolved,SCADA,Overtemperature warning during evening peak,"It is noticeably warmer to stand next to than the one beside it, carrying the same current.",Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,19.6
INC-2026-04157,2026-06-11T06:15,Retail,DC Vestby,Point of sale,ERR-6205,High,Closed,E-commerce,Till freezing during busy period,"Unit reboots by itself a few times a day, always around the busiest hours.",Failing memory module. Swapped the board and soak tested through a full trading day.,7.5
INC-2026-04800,2026-05-29T19:15,Retail,Store 014 Oslo,Inventory sync,ERR-6410,High,Resolved,E-commerce,Online availability showing items that are sold out,What the system believes is in the building bears no relation to what is in the building.,Message queue backed up behind a poison message. Removed it and replayed the remainder.,11.6
INC-2026-04629,2026-02-20T08:30,Maritime,MV Bergen Star,Navigation display,ERR-2203,High,Resolved,Rotating Equipment,Console blanking intermittently,"Unit drops out briefly two or three times a watch, always without an alarm.","Loose display cable at the bulkhead connector. Reseated and secured, no further dropouts.",2.5
INC-2026-04123,2026-08-29T07:15,Retail,DC Larvik,Inventory sync,ERR-6410,Low,Resolved,E-commerce,Counts disagree between systems,Numbers on screen and numbers on the rack are two different stories.,Message queue backed up behind a poison message. Removed it and replayed the remainder.,4.2
INC-2026-04477,2026-02-04T09:15,Retail,DC Larvik,Inventory sync,ERR-6410,High,Resolved,Store Systems,Stock levels out of step with warehouse,Numbers on screen and numbers on the rack are two different stories.,Message queue backed up behind a poison message. Removed it and replayed the remainder.,15.3
INC-2026-04943,2026-02-02T18:30,Retail,Store 022 Trondheim,Point of sale,ERR-6205,Medium,Resolved,Logistics,Till freezing during busy period,Staff lose the lane completely and have to move the queue to the next one.,Failing memory module. Swapped the board and soak tested through a full trading day.,8.6
INC-2026-04893,2026-08-06T19:30,Energy,Substation Fana,SCADA link,ERR-3310,Medium,Resolved,SCADA,SCADA polling timeouts overnight,"Control room had no readings from the site for about twenty minutes, then everything reappeared at once.",Polling interval too aggressive after a config change. Reverted to the previous setting.,11.9
INC-2026-04064,2026-05-09T04:00,Energy,Substation Fana,Transformer cooling,ERR-7744,High,Closed,Substation Field,Transformer temperature trending high,"It is noticeably warmer to stand next to than the one beside it, carrying the same current.",Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,16.6
INC-2026-04888,2026-01-15T03:45,Retail,Store 022 Trondheim,Inventory sync,ERR-6410,Low,Closed,Logistics,Online availability showing items that are sold out,Customers are ordering items that ran out before the order was even placed.,Message queue backed up behind a poison message. Removed it and replayed the remainder.,10.7
INC-2026-04195,2026-06-28T03:00,Payments,Gateway Core,Card authorisation,ERR-4001,Critical,Resolved,Core Banking,Customers reporting failed checkout,Approval numbers fell off a cliff and have not come back on their own.,Connection pool exhausted after a traffic spike. Raised the pool size and added backpressure.,5.2
INC-2026-04445,2026-09-05T12:30,Retail,Store 031 Bergen,Point of sale,ERR-6205,Medium,In Progress,Logistics,Checkout terminal restarting unexpectedly,"Cuts out repeatedly once the shop fills up, never when it is quiet.",,
INC-2026-04681,2026-03-22T03:15,Retail,Store 031 Bergen,Receipt printer,ERR-6250,Medium,Resolved,Store Systems,Receipt printer not responding,Output dies mid print and the transaction has to be put through again.,Printer driver incompatible with the latest POS release. Rolled back the driver.,2.6
INC-2026-04428,2026-05-29T20:00,Energy,Substation Kollsnes,SCADA link,ERR-3310,Medium,Resolved,Substation Field,SCADA polling timeouts overnight,"Intermittent loss of contact with the outstation, several short gaps through the evening.",Failing media converter at the site end. Swapped the unit and the gaps stopped.,4.1
INC-2026-04808,2026-08-23T15:45,Payments,Gateway North,Fraud scoring,ERR-4102,High,Resolved,Payments Platform,Review queue backing up,"Overnight job still running well into the morning, leaving downstream reports delayed.",Threshold misconfigured during deployment. Corrected and validated against the holdout set.,2.6
INC-2026-04640,2026-03-22T23:00,Payments,Gateway West,Fraud scoring,ERR-4102,Medium,Resolved,Core Banking,Fraud model scoring slowly,Queue depth has been climbing all day and the team cannot work through it fast enough.,Feature store query missing an index after a schema change. Index rebuilt and latency recovered.,9.9
INC-2026-04987,2026-01-21T00:00,Energy,Substation Fana,Protection relay,ERR-7120,High,Resolved,SCADA,Feeder lost supply without cause,"Supply dropped with no weather, no work in progress and nothing on the overhead.",Relay setting group left on the commissioning profile. Restored operational settings.,3.1
INC-2026-04246,2026-01-26T22:15,Energy,Substation Kollsnes,SCADA link,ERR-3310,Low,Resolved,SCADA,SCADA polling timeouts overnight,"Values freeze at their last figure, then jump to current once contact returns.",Radio link degraded by weather. Repointed the antenna and improved the margin.,1.7
INC-2026-04531,2026-04-15T04:15,Energy,Substation Rong,SCADA link,ERR-3310,Medium,Resolved,SCADA,SCADA polling timeouts overnight,"Control room had no readings from the site for about twenty minutes, then everything reappeared at once.",Radio link degraded by weather. Repointed the antenna and improved the margin.,1.3
INC-2026-04536,2026-04-25T01:15,Payments,Gateway Core,Card authorisation,ERR-4001,High,Resolved,Payments Platform,Elevated decline rate on card payments,Approval numbers fell off a cliff and have not come back on their own.,Connection pool exhausted after a traffic spike. Raised the pool size and added backpressure.,5.6
INC-2026-04183,2026-06-05T12:45,Energy,Substation Rong,SCADA link,ERR-3310,High,Resolved,SCADA,Telemetry gap from remote site,Trend shows holes in the record overnight that filled themselves in by morning.,Failing media converter at the site end. Swapped the unit and the gaps stopped.,7.2
INC-2026-04295,2026-05-02T18:15,Energy,Substation Ålgård,Transformer cooling,ERR-7744,High,Resolved,Grid Operations,Transformer temperature trending high,Unit runs hotter than the others on the same bus under identical load.,"Two cooling fans had failed. Replaced both, temperature returned to its normal profile within the hour.",17.0
INC-2026-04572,2026-05-06T14:45,Retail,Store 031 Bergen,Receipt printer,ERR-6250,Medium,Resolved,Logistics,No receipt at end of transaction,Staff hand over a torn stub because the machine quit in the middle of it.,Printer driver incompatible with the latest POS release. Rolled back the driver.,2.3
INC-2026-04729,2026-09-05T09:15,Energy,Substation Rong,Protection relay,ERR-7120,High,Resolved,Grid Operations,Unexpected breaker trip on feeder,Trip with no accompanying disturbance recorded anywhere on the network.,Relay setting group left on the commissioning profile. Restored operational settings.,17.9
INC-2026-04000,2026-06-28T05:30,Retail,DC Larvik,Inventory sync,ERR-6410,High,Resolved,Store Systems,Counts disagree between systems,"The website is offering products the shelf does not actually have, and customers arrive to collect nothing.","Sync job failing silently on malformed records. Added validation and alerting, then reprocessed the backlog.",18.9
INC-2026-04788,2026-03-11T16:30,Payments,Gateway Core,Fraud scoring,ERR-4102,High,Resolved,Payments Platform,Fraud model scoring slowly,Queue depth has been climbing all day and the team cannot work through it fast enough.,Threshold misconfigured during deployment. Corrected and validated against the holdout set.,3.3
INC-2026-04975,2026-08-23T15:15,Energy,Substation Ålgård,Transformer cooling,ERR-7744,Medium,Resolved,Substation Field,Unit running warmer than its neighbours,Readings climb steadily through the afternoon peak and no longer settle overnight the way they used to.,Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,24.1
INC-2026-04672,2026-01-16T01:00,Maritime,MV Kvitøy,Navigation display,ERR-2203,Medium,Closed,Bridge Systems,Bridge display unresponsive during watch,"Display goes dark without warning and comes back after a minute, nothing in the alarm log.","Loose display cable at the bulkhead connector. Reseated and secured, no further dropouts.",6.8
INC-2026-04732,2026-08-12T13:30,Energy,Substation Fana,Transformer cooling,ERR-7744,High,Resolved,Grid Operations,Transformer temperature trending high,Temperature creeping up over several days with no change in demand to explain it.,Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,17.0
INC-2026-04322,2026-07-05T14:00,Payments,Gateway North,Settlement batch,ERR-4310,High,Resolved,Payments Platform,Daily reconciliation out by a file,"Clearing would not take the submission, so nothing landed where it should have.",Trailing record count mismatch caused by a duplicated entry. Deduplicated and resubmitted.,4.9
INC-2026-04812,2026-04-09T18:15,Retail,DC Vestby,Point of sale,ERR-6205,Medium,Resolved,E-commerce,Lane out of service at peak,"Unit reboots by itself a few times a day, always around the busiest hours.",Failing memory module. Swapped the board and soak tested through a full trading day.,1.5
INC-2026-04758,2026-02-08T19:00,Energy,Substation Kollsnes,Transformer cooling,ERR-7744,Medium,In Progress,Grid Operations,Transformer temperature trending high,Control room sees the figure drifting upward and not recovering during the quiet hours.,,
INC-2026-04334,2026-04-03T21:15,Energy,Substation Ålgård,SCADA link,ERR-3310,Low,Resolved,Grid Operations,Outstation dropping off the system,We lose sight of it for minutes at a time and then it is back as though nothing happened.,Radio link degraded by weather. Repointed the antenna and improved the margin.,11.9
INC-2026-04902,2026-04-08T09:45,Payments,Gateway West,Card authorisation,ERR-4001,High,Closed,Payments Platform,Authorisation success rate dropped,Support is fielding complaints that the payment page hangs and then gives up.,Connection pool exhausted after a traffic spike. Raised the pool size and added backpressure.,2.3
INC-2026-04398,2026-03-09T18:15,Energy,Substation Rong,SCADA link,ERR-3310,High,Closed,Substation Field,Telemetry gap from remote site,"Nothing reported in from that location for a stretch, with no alarm to say why.",Radio link degraded by weather. Repointed the antenna and improved the margin.,4.1
INC-2026-04979,2026-09-06T05:15,Payments,Gateway North,Settlement batch,ERR-4310,Medium,Closed,Payments Platform,Daily reconciliation out by a file,"The file came back rejected with a format complaint, so settlement did not post for the day.",Downstream schema change not applied in our mapping. Updated the mapping and reran.,16.2
INC-2026-04885,2026-02-07T03:30,Retail,Store 031 Bergen,Point of sale,ERR-6205,High,Resolved,Store Systems,Lane out of service at peak,Staff lose the lane completely and have to move the queue to the next one.,Faulty power supply under load. Replaced the unit with no repeat over the following week.,4.7
INC-2026-04426,2026-06-15T15:45,Retail,Store 022 Trondheim,Inventory sync,ERR-6410,High,Resolved,Store Systems,Stock levels out of step with warehouse,"Figures are a day behind, so every decision this morning was made on yesterday's picture.",Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,7.1
INC-2026-04142,2026-08-29T03:00,Maritime,MV Nordlys,Fuel system,ERR-5140,High,Closed,Bridge Systems,Fuel pressure fluctuating on auxiliary engine,Power dips away and returns without anyone touching the controls.,Air ingress at a loose union on the suction side. Tightened and pressure tested.,7.2
INC-2026-04402,2026-02-22T05:00,Energy,Substation Fana,Protection relay,ERR-7120,High,Closed,SCADA,Feeder lost supply without cause,Trip with no accompanying disturbance recorded anywhere on the network.,Current transformer wiring reversed on one phase after maintenance. Corrected and tested.,9.3
INC-2026-04846,2026-03-12T10:00,Payments,Scoring Cluster A,Fraud scoring,ERR-4102,Medium,Resolved,Core Banking,Fraud model scoring slowly,Analysts are drowning in referrals that turn out to be perfectly ordinary purchases.,Threshold misconfigured during deployment. Corrected and validated against the holdout set.,12.0
INC-2026-04792,2026-08-01T16:30,Retail,Store 014 Oslo,Point of sale,ERR-6205,Medium,Closed,Logistics,Lane out of service at peak,Freezes solid with a customer standing there and the basket half scanned.,Faulty power supply under load. Replaced the unit with no repeat over the following week.,1.4
INC-2026-04349,2026-06-02T02:30,Energy,Substation Fana,SCADA link,ERR-3310,Medium,Resolved,Substation Field,Telemetry gap from remote site,Data stopped arriving during the night shift and backfilled automatically once the link recovered.,Polling interval too aggressive after a config change. Reverted to the previous setting.,11.6
INC-2026-04998,2026-06-10T22:00,Payments,Scoring Cluster A,Fraud scoring,ERR-4102,Medium,Closed,Core Banking,Fraud model scoring slowly,"Overnight job still running well into the morning, leaving downstream reports delayed.",Stale model artefact loaded on two nodes. Redeployed the correct version across the cluster.,16.9
INC-2026-04280,2026-03-03T10:45,Maritime,MV Storfjord,Fuel system,ERR-5140,Medium,Resolved,Bridge Systems,Auxiliary engine losing power intermittently,Engine drops revs briefly every few minutes then recovers on its own.,Air ingress at a loose union on the suction side. Tightened and pressure tested.,5.4
INC-2026-04001,2026-05-04T03:45,Payments,Gateway North,Settlement batch,ERR-4310,High,Closed,Payments Platform,Settlement file rejected by clearing,Batch stalled partway through and had to be restarted from the last checkpoint.,"Disk exhausted on the batch host mid write. Cleared space, added an alert and reran cleanly.",15.7
INC-2026-04984,2026-04-22T03:00,Maritime,MV Kvitøy,Fuel system,ERR-5140,High,Closed,Hull & Deck,Auxiliary engine losing power intermittently,"Watch reports the machine hunting at constant load, never quite holding a figure.",Air ingress at a loose union on the suction side. Tightened and pressure tested.,5.8
INC-2026-04917,2026-09-05T19:45,Energy,Substation Rong,SCADA link,ERR-3310,Medium,Resolved,SCADA,Outstation dropping off the system,"Control room had no readings from the site for about twenty minutes, then everything reappeared at once.",Failing media converter at the site end. Swapped the unit and the gaps stopped.,6.5
INC-2026-04083,2026-07-02T23:00,Energy,Substation Kollsnes,SCADA link,ERR-3310,Medium,Closed,Grid Operations,SCADA polling timeouts overnight,Data stopped arriving during the night shift and backfilled automatically once the link recovered.,Failing media converter at the site end. Swapped the unit and the gaps stopped.,2.4
INC-2026-04791,2026-06-07T07:00,Energy,Substation Fana,Transformer cooling,ERR-7744,High,In Progress,SCADA,Overtemperature warning during evening peak,"Sits several degrees above where it has historically run, with load unchanged.",,
INC-2026-04073,2026-04-01T00:15,Maritime,MV Bergen Star,Fuel system,ERR-5140,High,Resolved,Hull & Deck,Uneven running on auxiliary engine,"Pressure reading swings up and down rather than holding steady, and the engine surges slightly with it.",Air ingress at a loose union on the suction side. Tightened and pressure tested.,5.2
INC-2026-04908,2026-08-03T00:30,Retail,Store 031 Bergen,Point of sale,ERR-6205,High,Resolved,Store Systems,Lane out of service at peak,"It gives up under pressure. Quiet mornings are fine, Saturday afternoon is not.",Failing memory module. Swapped the board and soak tested through a full trading day.,3.4
INC-2026-04589,2026-05-22T13:45,Payments,Scoring Cluster A,Settlement batch,ERR-4310,Medium,Resolved,Payments Platform,Daily reconciliation out by a file,Overnight run stopped halfway and left the day only partly posted.,Trailing record count mismatch caused by a duplicated entry. Deduplicated and resubmitted.,10.4
INC-2026-04038,2026-05-06T19:45,Maritime,MV Havbris,Fuel system,ERR-5140,High,In Progress,Rotating Equipment,Auxiliary engine losing power intermittently,Engine drops revs briefly every few minutes then recovers on its own.,,
INC-2026-04733,2026-01-23T15:30,Retail,DC Larvik,Inventory sync,ERR-6410,Medium,Closed,E-commerce,Stock levels out of step with warehouse,Counts in the system do not match what staff find when they physically check the shelf.,Message queue backed up behind a poison message. Removed it and replayed the remainder.,5.3
INC-2026-04034,2026-05-27T08:15,Energy,Substation Rong,SCADA link,ERR-3310,Medium,Resolved,Substation Field,Telemetry gap from remote site,Data stopped arriving during the night shift and backfilled automatically once the link recovered.,Failing media converter at the site end. Swapped the unit and the gaps stopped.,1.4
INC-2026-04370,2026-05-07T08:45,Payments,Gateway West,Card authorisation,ERR-4001,Critical,Resolved,Payments Platform,Elevated decline rate on card payments,"More transactions than normal are being turned away, with no pattern by card type or issuer.",Upstream acquirer degraded. Failed over to the secondary route and rates recovered immediately.,5.6
INC-2026-04772,2026-09-05T14:45,Energy,Substation Rong,SCADA link,ERR-3310,Low,Resolved,SCADA,Outstation dropping off the system,"Nothing reported in from that location for a stretch, with no alarm to say why.",Radio link degraded by weather. Repointed the antenna and improved the margin.,9.9
INC-2026-04206,2026-03-04T15:30,Payments,Scoring Cluster A,Fraud scoring,ERR-4102,Medium,Resolved,Fraud Engineering,Fraud model scoring slowly,Response times have crept up to the point where the checkout feels sluggish.,Stale model artefact loaded on two nodes. Redeployed the correct version across the cluster.,2.7
INC-2026-04269,2026-02-28T04:15,Maritime,MV Storfjord,Fuel system,ERR-5140,Low,Closed,Bridge Systems,Uneven running on auxiliary engine,"Brief hesitation every so often, as though it is starving for a moment and then catching again.",Lift pump diaphragm perished. Renewed the pump and confirmed steady supply pressure.,5.9
INC-2026-04969,2026-06-27T10:30,Maritime,MV Kvitøy,Fuel system,ERR-5140,Medium,Resolved,Hull & Deck,Uneven running on auxiliary engine,Engine drops revs briefly every few minutes then recovers on its own.,Fuel filter partially blocked. Replaced the element and bled the system.,3.2
INC-2026-04124,2026-03-19T11:15,Energy,Substation Rong,SCADA link,ERR-3310,High,Resolved,Substation Field,SCADA polling timeouts overnight,Trend shows holes in the record overnight that filled themselves in by morning.,Radio link degraded by weather. Repointed the antenna and improved the margin.,11.3
INC-2026-04611,2026-09-01T20:00,Retail,Store 022 Trondheim,Point of sale,ERR-6205,Medium,In Progress,E-commerce,Checkout terminal restarting unexpectedly,Screen stops accepting input at the worst moment and the sale has to be started again.,,
INC-2026-04190,2026-05-05T18:15,Payments,Scoring Cluster A,Settlement batch,ERR-4310,High,Resolved,Fraud Engineering,Settlement file rejected by clearing,Overnight run stopped halfway and left the day only partly posted.,"Disk exhausted on the batch host mid write. Cleared space, added an alert and reran cleanly.",17.6
INC-2026-04706,2026-04-08T08:00,Payments,Gateway West,Settlement batch,ERR-4310,High,Closed,Fraud Engineering,Daily reconciliation out by a file,"The file came back rejected with a format complaint, so settlement did not post for the day.",Downstream schema change not applied in our mapping. Updated the mapping and reran.,16.4
INC-2026-04739,2026-05-21T11:30,Payments,Scoring Cluster A,Fraud scoring,ERR-4102,Low,Resolved,Payments Platform,False positives spiking on new rule,Scoring calls take several seconds where they normally return almost instantly.,Feature store query missing an index after a schema change. Index rebuilt and latency recovered.,9.7
INC-2026-04914,2026-03-18T16:45,Retail,DC Larvik,Receipt printer,ERR-6250,Low,Resolved,Logistics,Printing stops partway through a sale,Output dies mid print and the transaction has to be put through again.,Paper sensor dirty and reporting empty. Cleaned and recalibrated.,1.9
INC-2026-04226,2026-09-05T15:30,Maritime,MV Bergen Star,Navigation display,ERR-2203,High,In Progress,Rotating Equipment,Bridge display unresponsive during watch,Console stops responding to touch and only recovers after a power cycle.,,
INC-2026-04306,2026-03-01T20:45,Payments,Gateway West,Fraud scoring,ERR-4102,Medium,Resolved,Payments Platform,Fraud model scoring slowly,The model is taking its time. What used to be instant now has a noticeable wait.,Feature store query missing an index after a schema change. Index rebuilt and latency recovered.,10.3
INC-2026-04352,2026-06-23T23:30,Retail,Store 022 Trondheim,Inventory sync,ERR-6410,High,Resolved,Store Systems,Stock levels out of step with warehouse,Numbers on screen and numbers on the rack are two different stories.,Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,11.2
INC-2026-04019,2026-04-01T13:00,Retail,Store 014 Oslo,Inventory sync,ERR-6410,Medium,Closed,Logistics,Stock levels out of step with warehouse,"The nightly transfer arrived hours late, so morning picking worked from stale numbers.","Sync job failing silently on malformed records. Added validation and alerting, then reprocessed the backlog.",11.4
INC-2026-04122,2026-07-17T16:30,Energy,Substation Fana,Transformer cooling,ERR-7744,Critical,Resolved,SCADA,Overtemperature warning during evening peak,"Gradual rise on the trend, small each day, obvious across a month.",Blocked airflow from vegetation growth against the enclosure. Cleared and trimmed back.,16.9
INC-2026-04633,2026-09-12T15:30,Energy,Substation Ålgård,Transformer cooling,ERR-7744,High,Resolved,Grid Operations,Unit running warmer than its neighbours,"It is noticeably warmer to stand next to than the one beside it, carrying the same current.",Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,5.4
INC-2026-04939,2026-09-13T17:45,Energy,Substation Ålgård,SCADA link,ERR-3310,High,Closed,SCADA,Outstation dropping off the system,"Control room had no readings from the site for about twenty minutes, then everything reappeared at once.",Failing media converter at the site end. Swapped the unit and the gaps stopped.,8.0
INC-2026-04164,2026-08-30T12:00,Payments,Scoring Cluster A,Card authorisation,ERR-4001,High,Resolved,Fraud Engineering,Authorisation success rate dropped,People are being refused at the final step even though their cards are perfectly good.,Upstream acquirer degraded. Failed over to the secondary route and rates recovered immediately.,5.7
INC-2026-04081,2026-03-06T20:30,Payments,Gateway North,Card authorisation,ERR-4001,Critical,Resolved,Payments Platform,Elevated decline rate on card payments,"Customers say payment spins and then fails, and a retry usually works on the second attempt.","Expired certificate on the acquirer link. Renewed and redeployed, success rate normalised.",2.6
INC-2026-04388,2026-06-21T15:15,Payments,Gateway North,Card authorisation,ERR-4001,High,Resolved,Core Banking,Elevated decline rate on card payments,Success rate dropped from its usual level to around eighty percent over about ten minutes.,Upstream acquirer degraded. Failed over to the secondary route and rates recovered immediately.,2.9
INC-2026-04372,2026-01-24T15:00,Maritime,MV Havbris,Bearing assembly,ERR-5012,High,Resolved,Bridge Systems,Pump running rough above 80% load,"Duty watch logged heavy oscillation on the unit at full output, quiet again once throttled.","Bearing clearance out of tolerance. Replaced bearing set and re-aligned coupling, vibration back within limits.",19.5
INC-2026-04882,2026-08-31T14:45,Retail,Store 022 Trondheim,Inventory sync,ERR-6410,Medium,Closed,Logistics,Online availability showing items that are sold out,Customers are ordering items that ran out before the order was even placed.,Message queue backed up behind a poison message. Removed it and replayed the remainder.,19.4
INC-2026-04346,2026-01-24T00:15,Energy,Substation Fana,Transformer cooling,ERR-7744,High,Closed,SCADA,Transformer temperature trending high,Unit runs hotter than the others on the same bus under identical load.,"Two cooling fans had failed. Replaced both, temperature returned to its normal profile within the hour.",12.5
INC-2026-04439,2026-08-14T23:15,Payments,Scoring Cluster A,Card authorisation,ERR-4001,High,Resolved,Payments Platform,Customers reporting failed checkout,"A fifth of attempts are bouncing back, where it is normally a rounding error.",Upstream acquirer degraded. Failed over to the secondary route and rates recovered immediately.,2.8
INC-2026-04216,2026-02-13T08:15,Retail,Store 031 Bergen,Inventory sync,ERR-6410,Medium,Resolved,Logistics,Online availability showing items that are sold out,Counts in the system do not match what staff find when they physically check the shelf.,Message queue backed up behind a poison message. Removed it and replayed the remainder.,16.8
INC-2026-04817,2026-08-25T03:45,Payments,Gateway Core,Settlement batch,ERR-4310,High,Resolved,Payments Platform,Settlement file rejected by clearing,Submission bounced. The totals at the end of it did not agree with the body.,Trailing record count mismatch caused by a duplicated entry. Deduplicated and resubmitted.,18.2
INC-2026-04302,2026-02-02T14:15,Maritime,MV Nordlys,Fuel system,ERR-5140,Medium,Resolved,Rotating Equipment,Auxiliary engine losing power intermittently,Gauge will not settle. It wanders either side of where it should sit.,Lift pump diaphragm perished. Renewed the pump and confirmed steady supply pressure.,7.1
INC-2026-04557,2026-06-03T12:45,Retail,DC Larvik,Inventory sync,ERR-6410,Low,Closed,Logistics,Stock levels out of step with warehouse,"The nightly transfer arrived hours late, so morning picking worked from stale numbers.","Sync job failing silently on malformed records. Added validation and alerting, then reprocessed the backlog.",18.0
INC-2026-04663,2026-01-16T08:00,Maritime,MV Nordlys,Fuel system,ERR-5140,Medium,Resolved,Hull & Deck,Auxiliary engine losing power intermittently,Gauge will not settle. It wanders either side of where it should sit.,Air ingress at a loose union on the suction side. Tightened and pressure tested.,10.0
INC-2026-04105,2026-06-02T19:15,Payments,Scoring Cluster A,Fraud scoring,ERR-4102,Medium,Resolved,Core Banking,False positives spiking on new rule,Far more legitimate transactions are being held for review than usual since yesterday.,Stale model artefact loaded on two nodes. Redeployed the correct version across the cluster.,10.0
INC-2026-04911,2026-05-28T16:45,Energy,Substation Rong,Transformer cooling,ERR-7744,High,Resolved,Substation Field,Unit running warmer than its neighbours,Control room sees the figure drifting upward and not recovering during the quiet hours.,Blocked airflow from vegetation growth against the enclosure. Cleared and trimmed back.,15.5
INC-2026-04301,2026-02-19T02:30,Payments,Gateway West,Fraud scoring,ERR-4102,High,Closed,Payments Platform,Fraud model scoring slowly,"Overnight job still running well into the morning, leaving downstream reports delayed.",Threshold misconfigured during deployment. Corrected and validated against the holdout set.,10.1
INC-2026-04271,2026-02-14T16:30,Payments,Scoring Cluster A,Fraud scoring,ERR-4102,High,Closed,Fraud Engineering,Review queue backing up,The model is taking its time. What used to be instant now has a noticeable wait.,Feature store query missing an index after a schema change. Index rebuilt and latency recovered.,16.7
INC-2026-04230,2026-07-23T12:00,Payments,Gateway North,Fraud scoring,ERR-4102,Medium,Resolved,Payments Platform,Review queue backing up,Scoring calls take several seconds where they normally return almost instantly.,Feature store query missing an index after a schema change. Index rebuilt and latency recovered.,13.2
INC-2026-04551,2026-06-27T12:45,Energy,Substation Rong,Transformer cooling,ERR-7744,High,Closed,Grid Operations,Transformer temperature trending high,"It is noticeably warmer to stand next to than the one beside it, carrying the same current.",Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,16.4
